sentence_id,words,labels
539,object,O
539,perception,O
539,:,O
539,late,O
539,to,O
539,perceive,O
539,oncoming,O
539,vehicle,O
539,exiting,O
539,unmapped,O
539,area,O
540,planning,O
540,logic,O
540,:,O
540,planned,O
540,trajectory,O
540,is,O
540,unable,O
540,to,O
540,avoid,O
540,agent,O
540,reversing,O
540,ahead,O
541,planning,O
541,logic,O
541,:,O
541,planner,O
541,is,O
541,late,O
541,to,O
541,yield,O
541,to,O
541,cross,O
541,traffic,O
542,object,O
542,perception,O
542,:,O
542,localization,B-C-1
542,problem,I-C-1
542,led,O
542,to,O
542,planned,B-E
542,trajectory,I-E
542,that,I-E
542,overlaps,I-E
542,with,I-E
542,curb,I-E
543,planning,O
543,logic,O
543,:,O
543,while,O
543,approaching,O
543,right,O
543,turn,O
543,",",O
543,planner,O
543,inadequately,O
543,yields,O
543,for,O
543,cyclist,O
543,approaching,O
543,from,O
543,behind,O
544,planning,O
544,logic,O
544,:,O
544,planner,B-E
544,inadequately,I-E
544,yields,I-E
544,for,O
544,cyclist,B-C-5
544,in,I-C-5
544,bike,I-C-5
544,lane,I-C-5
545,object,O
545,perception,O
545,:,O
545,late,O
545,to,O
545,perceive,O
545,animal,O
545,crossing,O
545,the,O
545,road,O
546,planning,O
546,logic,O
546,:,O
546,agent,O
546,reversing,O
546,from,O
546,driveway,O
546,inaccurately,O
546,perceived,O
546,as,O
546,parked,O
547,object,O
547,perception,O
547,:,O
547,late,O
547,to,O
547,perceive,O
547,animal,O
547,crossing,O
547,road,O
548,planning,O
548,logic,O
548,:,O
548,planner,B-E
548,inadequately,I-E
548,yields,I-E
548,to,O
548,lead,O
548,vehicle,O
548,at,O
548,traffic,O
548,light,O
549,planning,O
549,logic,O
549,:,O
549,planner,B-E
549,inadequately,I-E
549,yields,I-E
549,for,O
549,cyclist,B-C-5
549,in,I-C-5
549,cross-traffic,I-C-5
550,plannig,O
550,logic,O
550,/,O
550,object,O
550,perception,O
550,:,O
550,incorrectly,B-C-0
550,perceived,I-C-0
550,trajectory,I-C-0
550,of,O
550,a,O
550,nearby,O
550,object,O
550,led,O
550,to,O
550,a,B-E
550,planned,I-E
550,trajectory,I-E
550,that,I-E
550,overlaps,I-E
550,with,I-E
550,a,I-E
550,nearby,I-E
550,cyclist,I-E
551,planning,O
551,logic,O
551,:,O
551,planner,B-E
551,inadequately,I-E
551,yields,I-E
551,to,O
551,lead,O
551,vehicle,O
551,making,O
551,a,O
551,left,O
551,turn,O
552,object,O
552,perception,O
552,:,O
552,inaccurate,B-C-0
552,perception,I-C-0
552,of,O
552,red,O
552,traffic,O
552,signal,O
552,results,O
552,in,O
552,a,B-E
552,planned,I-E
552,trajectory,I-E
552,that,I-E
552,overlaps,I-E
552,with,I-E
552,a,I-E
552,crosstraffic,I-E
552,vehicle,I-E
553,planning,O
553,logic,O
553,:,O
553,routing,B-C-2
553,problem,I-C-2
553,led,O
553,to,O
553,planned,B-E
553,trajectory,I-E
553,that,I-E
553,overlaps,I-E
553,with,I-E
553,agent,I-E
553,in,O
553,the,O
553,lane,O
553,to,O
553,the,O
553,right,O
554,planning,O
554,logic,O
554,:,O
554,incorrect,B-C-0
554,behavior,I-C-0
554,prediction,I-C-0
554,for,I-C-0
554,oncoming,I-C-0
554,vehicle,I-C-0
554,results,O
554,in,O
554,a,B-E
554,planned,I-E
554,trajectory,I-E
554,that,I-E
554,overlaps,I-E
554,with,I-E
554,the,I-E
554,vehicle,I-E
555,object,O
555,perception,O
555,:,O
555,inaccurate,B-C-0
555,perception,I-C-0
555,of,O
555,animal,O
555,slowly,O
555,crossing,O
555,road,O
555,leads,O
555,to,O
555,planned,B-E
555,trajectory,I-E
555,overlap,I-E
556,planning,O
556,logic,O
556,:,O
556,planned,O
556,trajectory,O
556,fails,O
556,to,O
556,avoid,O
556,vehicle,O
556,stopped,O
556,ahead,O
556,intersection,O
557,planning,O
557,logic,O
557,:,O
557,planner,B-E
557,inadequately,I-E
557,yields,I-E
557,for,O
557,cross,B-C-5
557,traffic,I-C-5
557,agent,I-C-5
557,with,O
557,right-of-way,O
558,planning,O
558,logic,O
558,:,O
558,planner,B-E
558,inadequately,I-E
558,yields,I-E
558,to,O
558,vehicle,B-C-5
558,performing,I-C-5
558,multi-point,I-C-5
558,turn,I-C-5
558,ahead,I-C-5
559,object,O
559,perception,O
559,:,O
559,late,O
559,and,O
559,inconsistent,O
559,perception,O
559,of,O
559,palm,O
559,frond,O
559,in,O
559,road,O
560,disengage,B-E
560,due,O
560,to,O
560,software,B-C-7
560,discrepency,I-C-7
561,invalid,B-C-0
561,object,I-C-0
561,detection,I-C-0
561,result,O
561,:,O
561,classified,O
561,a,O
561,person,O
561,as,O
561,a,O
561,car,O
561,.,O
561,weather,O
561,:,O
561,cloudy,O
561,.,O
561,road,O
561,condition,O
561,:,O
561,dry,O
561,.,O
562,vehicle,O
562,control,O
562,problem,O
562,:,O
562,vehicle,O
562,could,O
562,not,O
562,stop,O
562,at,O
562,stop,O
562,line,O
562,completely,O
562,.,O
562,weather,O
562,:,O
562,cloudy,O
562,.,O
562,road,O
562,condition,O
562,:,O
562,dry,O
562,.,O
563,failed,O
563,lane,O
563,change,O
563,maneuver,O
563,:,O
563,vehicle,O
563,could,O
563,not,O
563,move,O
563,to,O
563,target,O
563,lane,O
563,properly,O
563,.,O
563,weather,O
563,:,O
563,sunny,O
563,.,O
563,road,O
563,condition,O
563,:,O
563,dry,O
563,.,O
564,invalid,B-C-0
564,object,I-C-0
564,detection,I-C-0
564,result,O
564,:,O
564,classified,O
564,a,O
564,person,O
564,as,O
564,a,O
564,car,O
564,.,O
564,weather,O
564,:,O
564,sunny,O
564,.,O
564,road,O
564,condition,O
564,:,O
564,dry,O
564,.,O
565,invalid,B-C-6
565,traffic,I-C-6
565,light,I-C-6
565,result,O
565,:,O
565,could,O
565,not,O
565,detect,O
565,green,O
565,left,O
565,arrow,O
565,.,O
565,weather,O
565,:,O
565,sunny,O
565,.,O
565,road,O
565,condition,O
565,:,O
565,dry,O
565,.,O
566,invalid,B-C-0
566,perception,I-C-0
566,result,O
566,:,O
566,pedestrian,O
566,cross,O
566,street,O
566,unexpectedly,O
566,",",O
566,driver,O
566,intervened,O
566,.,O
566,weather,O
566,:,O
566,sunny,O
566,.,O
566,road,O
566,condition,O
566,:,O
566,dry,O
566,.,O
567,invalid,B-C-6
567,traffic,I-C-6
567,light,I-C-6
567,result,O
567,:,O
567,could,O
567,not,O
567,detect,O
567,green,O
567,left,O
567,arrow,O
567,.,O
567,weather,O
567,:,O
567,sunny,O
567,.,O
567,road,O
567,condition,O
567,:,O
567,dry,O
567,.,O
568,invalid,B-C-2
568,prediction,I-C-2
568,result,O
568,:,O
568,human,O
568,driver,O
568,drove,O
568,straight,O
568,at,O
568,right,O
568,turn,O
568,only,O
568,lane,O
568,.,O
568,weather,O
568,:,O
568,sunny,O
568,.,O
568,road,O
568,condition,O
568,:,O
568,dry,O
568,.,O
569,invalid,B-C-6
569,traffic,I-C-6
569,light,I-C-6
569,result,O
569,:,O
569,could,O
569,not,O
569,detect,O
569,green,O
569,left,O
569,arrow,O
569,.,O
569,weather,O
569,:,O
569,sunny,O
569,.,O
569,road,O
569,condition,O
569,:,O
569,dry,O
569,.,O
570,vehicle,O
570,control,O
570,problem,O
570,:,O
570,vehicle,O
570,could,O
570,not,O
570,stop,O
570,at,O
570,stop,O
570,line,O
570,completely,O
570,.,O
570,weather,O
570,:,O
570,sunny,O
570,.,O
570,road,O
570,condition,O
570,:,O
570,dry,O
570,.,O
571,invalid,B-C-0
571,object,I-C-0
571,detection,I-C-0
571,result,O
571,:,O
571,classified,O
571,a,O
571,person,O
571,as,O
571,a,O
571,car,O
571,.,O
571,weather,O
571,:,O
571,sunny,O
571,.,O
571,road,O
571,condition,O
571,:,O
571,dry,O
571,.,O
572,invalid,B-C-2
572,decision,I-C-2
572,making,I-C-2
572,result,O
572,:,O
572,stopped,O
572,behind,O
572,of,O
572,double,O
572,parked,O
572,car,O
572,",",O
572,but,O
572,need,O
572,to,O
572,pass,O
572,.,O
572,weather,O
572,:,O
572,cloudy,O
572,.,O
572,road,O
572,condition,O
572,:,O
572,dry,O
572,.,O
573,invalid,B-C-6
573,traffic,I-C-6
573,light,I-C-6
573,result,O
573,:,O
573,could,O
573,not,O
573,detect,O
573,green,O
573,left,O
573,arrow,O
573,.,O
573,weather,O
573,:,O
573,sunny,O
573,.,O
573,road,O
573,condition,O
573,:,O
573,dry,O
573,.,O
574,hw,O
574,error,O
574,:,O
574,a,O
574,sensor,O
574,was,O
574,turned,O
574,off,O
574,because,O
574,of,O
574,low,B-C-7
574,voltage,I-C-7
574,.,O
574,weather,O
574,:,O
574,sunny,O
574,.,O
574,road,O
574,condition,O
574,:,O
574,dry,O
574,.,O
575,hw,O
575,error,O
575,:,O
575,a,O
575,sensor,O
575,was,O
575,turned,O
575,off,O
575,because,O
575,of,O
575,low,B-C-7
575,voltage,I-C-7
575,.,O
575,weather,O
575,:,O
575,sunny,O
575,.,O
575,road,O
575,condition,O
575,:,O
575,dry,O
575,.,O
576,invalid,B-C-0
576,perception,I-C-0
576,result,O
576,:,O
576,unexpected,O
576,pedestrians,O
576,walking,O
576,in,O
576,vehicle,O
576,path,O
576,.,O
576,weather,O
576,:,O
576,sunny,O
576,.,O
576,road,O
576,condition,O
576,:,O
576,dry,O
576,.,O
577,invalid,B-C-2
577,prediction,I-C-2
577,result,O
577,:,O
577,path,O
577,planning,O
577,expected,O
577,target,O
577,vehicle,O
577,to,O
577,do,O
577,left,O
577,turn,O
577,",",O
577,but,O
577,it,O
577,did,O
577,u-turn,O
577,.,O
577,weather,O
577,:,O
577,sunny,O
577,.,O
577,road,O
577,condition,O
577,:,O
577,dry,O
577,.,O
578,invalid,B-C-2
578,prediction,I-C-2
578,result,O
578,:,O
578,target,O
578,vehicle,O
578,driver,O
578,made,O
578,left,O
578,turn,O
578,where,O
578,it,O
578,is,O
578,prohibited,O
578,.,O
578,weather,O
578,:,O
578,sunny,O
578,.,O
578,road,O
578,condition,O
578,:,O
578,dry,O
578,.,O
579,hw,O
579,error,O
579,:,O
579,vehicle,O
579,can,O
579,had,O
579,unknown,O
579,issue,O
579,that,O
579,required,O
579,vehicle,O
579,restart,O
579,.,O
579,weather,O
579,:,O
579,sunny,O
579,.,O
579,road,O
579,condition,O
579,:,O
579,dry,O
579,.,O
580,failed,O
580,lane,O
580,change,O
580,maneuver,O
580,:,O
580,tried,O
580,to,O
580,do,O
580,left,O
580,lane,O
580,change,O
580,when,O
580,other,O
580,vehicle,O
580,in,O
580,left,O
580,lane,O
580,.,O
580,weather,O
580,:,O
580,sunny,O
580,.,O
580,road,O
580,condition,O
580,:,O
580,dry,O
580,.,O
581,failed,O
581,lane,O
581,change,O
581,maneuver,O
581,:,O
581,tried,O
581,to,O
581,do,O
581,right,O
581,lane,O
581,change,O
581,",",O
581,but,O
581,parked,O
581,vehicle,O
581,started,O
581,moving,O
581,suddenly,O
581,.,O
581,weather,O
581,:,O
581,sunny,O
581,.,O
581,road,O
581,condition,O
581,:,O
581,dry,O
581,.,O
582,invalid,B-C-2
582,decision,I-C-2
582,making,I-C-2
582,result,O
582,:,O
582,at,O
582,all-way,O
582,stop,O
582,sign,O
582,",",O
582,av,O
582,kept,O
582,waiting,O
582,at,O
582,intersection,O
582,even,O
582,though,O
582,it,O
582,had,O
582,right,O
582,of,O
582,way,O
582,.,O
582,weather,O
582,:,O
582,sunny,O
582,.,O
582,road,O
582,condition,O
582,:,O
582,dry,O
582,.,O
583,invalid,B-C-2
583,decision,I-C-2
583,making,I-C-2
583,result,O
583,:,O
583,at,O
583,all-way,O
583,stop,O
583,sign,O
583,",",O
583,av,O
583,kept,O
583,waiting,O
583,at,O
583,intersection,O
583,even,O
583,though,O
583,it,O
583,had,O
583,right,O
583,of,O
583,way,O
583,.,O
583,weather,O
583,:,O
583,cloudy,O
583,.,O
583,road,O
583,condition,O
583,:,O
583,dry,O
583,.,O
584,invalid,B-C-2
584,decision,I-C-2
584,making,I-C-2
584,result,O
584,:,O
584,stopped,O
584,behind,O
584,of,O
584,double,O
584,parked,O
584,car,O
584,",",O
584,but,O
584,should,O
584,have,O
584,passed,O
584,.,O
584,weather,O
584,:,O
584,sunny,O
584,.,O
584,road,O
584,condition,O
584,:,O
584,dry,O
584,.,O
585,invalid,B-C-2
585,decision,I-C-2
585,making,I-C-2
585,result,O
585,:,O
585,when,O
585,yeilding,O
585,for,O
585,left,O
585,turn,O
585,at,O
585,intersection,O
585,",",O
585,av,O
585,kept,O
585,waiting,O
585,regardless,O
585,of,O
585,there,O
585,being,O
585,no,O
585,on-coming,O
585,vehicle,O
585,.,O
585,weather,O
585,:,O
585,sunny,O
585,.,O
585,road,O
585,condition,O
585,:,O
585,dry,O
585,.,O
586,invalid,B-C-0
586,perception,I-C-0
586,result,O
586,:,O
586,av,O
586,stopped,O
586,since,O
586,invalid,O
586,size,O
586,of,O
586,object,O
586,was,O
586,detected,O
586,.,O
586,weather,O
586,:,O
586,sunny,O
586,.,O
586,road,O
586,condition,O
586,:,O
586,dry,O
586,.,O
587,failed,O
587,lane,O
587,change,O
587,maneuver,O
587,:,O
587,test,O
587,driver,O
587,took,O
587,over,O
587,steering,O
587,wheel,O
587,because,O
587,of,O
587,unexpected,B-C-5
587,fast,I-C-5
587,moving,I-C-5
587,car,I-C-5
587,coming,O
587,up,O
587,in,O
587,target,O
587,lane,O
587,.,O
587,weather,O
587,:,O
587,sunny,O
587,.,O
587,road,O
587,condition,O
587,:,O
587,dry,O
587,.,O
588,disengaged,B-E
588,due,O
588,to,O
588,a,B-C-5
588,vehicle,I-C-5
588,unexpectedly,I-C-5
588,cutting,I-C-5
588,into,I-C-5
588,our,I-C-5
588,lane,I-C-5
588,.,O
588,driving,O
588,conditions,O
588,were,O
588,as,O
588,follows,O
588,:,O
588,partially,O
588,cloudy,O
588,weather,O
588,",",O
588,light,O
588,traffic,O
588,",",O
588,2,O
588,vehicle,O
588,operations,O
588,specialists,O
588,in,O
588,vehicle,O
589,disengaged,B-E
589,due,O
589,to,O
589,an,B-C-3
589,unwanted,I-C-3
589,behavior,I-C-3
589,by,O
589,vehicle,O
589,while,O
589,exiting,O
589,highway,O
589,.,O
589,driving,O
589,conditions,O
589,were,O
589,as,O
589,follows,O
589,:,O
589,sunny,O
589,",",O
589,light,O
589,traffic,O
589,",",O
589,2,O
589,vehicle,O
589,operations,O
589,specialists,O
589,in,O
589,vehicle,O
589,.,O
590,planning,O
590,",",O
590,system,O
590,detected,O
590,poor,O
590,planning,O
590,decision,O
590,and,O
590,sent,O
590,take,O
590,over,O
590,alert,O
591,planning,O
591,",",O
591,driver,O
591,precautionarily,B-E
591,intervened,I-E
591,for,O
591,insufficient,B-C-4
591,yielding,I-C-4
591,to,I-C-4
591,a,I-C-4
591,vehicle,I-C-4
591,ahead,I-C-4
592,planning,O
592,",",O
592,driver,O
592,precautionarily,B-E
592,intervened,I-E
592,for,O
592,insufficient,B-C-4
592,yielding,I-C-4
592,to,I-C-4
592,adjacent,I-C-4
592,vehicle,I-C-4
592,making,O
592,a,O
592,sharp,O
592,turn,O
593,driver,O
593,precautionarily,B-E
593,intervened,I-E
593,for,O
593,a,B-C-5
593,reckless,I-C-5
593,neighboring,I-C-5
593,vehicle,I-C-5
593,swerving,O
593,into,O
593,the,O
593,vehicle,O
593,s,O
593,lane,O
594,driver,O
594,precautionarily,B-E
594,intervened,I-E
594,for,O
594,a,B-C-5
594,reckless,I-C-5
594,neighboring,I-C-5
594,vehicle,I-C-5
594,cutting,O
594,in,O
595,driver,O
595,precautionarily,O
595,intervened,O
595,for,O
595,a,O
595,reckless,O
595,lead,O
595,vehicle,O
595,ahead,O
595,driving,O
595,in,O
595,reverse,O
596,mapping,O
596,issue,O
596,",",O
596,driver,O
596,precautionarily,B-E
596,intervened,I-E
596,for,O
596,insufficient,B-C-4
596,yielding,I-C-4
596,to,I-C-4
596,a,I-C-4
596,vehicle,I-C-4
597,control,O
597,",",O
597,driver,O
597,precautionarily,B-E
597,intervened,I-E
597,for,O
597,poor,B-C-3
597,vehicle,I-C-3
597,braking,I-C-3
597,control,I-C-3
598,perception,O
598,",",O
598,driver,O
598,precautionarily,B-E
598,intervened,I-E
598,for,O
598,slow,B-C-0
598,detection,I-C-0
598,of,O
598,a,O
598,vehicle,O
598,ahead,O
599,planning,O
599,",",O
599,driver,O
599,precautionarily,B-E
599,intervened,I-E
599,for,O
599,insufficient,B-C-4
599,yielding,I-C-4
599,to,I-C-4
599,a,I-C-4
599,vehicle,I-C-4
599,during,O
599,unprotected,O
599,left,O
599,turn,O
600,perception,O
600,",",O
600,driver,O
600,precautionarily,B-E
600,intervened,I-E
600,for,O
600,poor,B-C-0
600,detection,I-C-0
600,of,O
600,an,O
600,oncoming,O
600,vehicle,O
601,planning,O
601,",",O
601,driver,O
601,precautionarily,B-E
601,intervened,I-E
601,for,O
601,insufficient,B-C-4
601,yielding,I-C-4
601,to,I-C-4
601,a,I-C-4
601,neighboring,I-C-4
601,truck,I-C-4
601,cutting,O
601,in,O
602,planning,O
602,",",O
602,driver,O
602,precautionarily,B-E
602,intervened,I-E
602,for,O
602,insufficient,B-C-4
602,nuding,I-C-4
602,for,I-C-4
602,a,I-C-4
602,stopped,I-C-4
602,vehicle,I-C-4
603,driver,O
603,precautionarily,B-E
603,intervened,I-E
603,for,O
603,a,B-C-5
603,reckless,I-C-5
603,neighboring,I-C-5
603,vehicle,I-C-5
603,drifting,O
603,into,O
603,the,O
603,vehicle,O
603,s,O
603,lane,O
604,driver,O
604,precautionarily,B-E
604,intervened,I-E
604,for,O
604,a,B-C-5
604,reckless,I-C-5
604,vehicle,I-C-5
604,coming,O
604,out,O
604,of,O
604,a,O
604,driveway,O
605,planning,O
605,",",O
605,driver,O
605,precautionarily,B-E
605,intervened,I-E
605,for,O
605,insufficient,B-C-4
605,yielding,I-C-4
605,to,I-C-4
605,a,I-C-4
605,vehicle,I-C-4
605,during,O
605,lane,O
605,change,O
606,driver,O
606,precautionarily,B-E
606,intervened,I-E
606,for,O
606,an,B-C-5
606,oncoming,I-C-5
606,reckless,I-C-5
606,vehicle,I-C-5
606,making,O
606,left,O
606,turn,O
607,driver,O
607,precautionarily,B-E
607,intervened,I-E
607,for,O
607,a,B-C-5
607,reckless,I-C-5
607,neighboring,I-C-5
607,vehicle,I-C-5
607,cutting,O
607,into,O
607,vehicle,O
607,s,O
607,lane,O
608,planning,O
608,",",O
608,driver,O
608,precautionarily,B-E
608,intervened,I-E
608,for,O
608,insufficient,B-C-4
608,nudging,I-C-4
608,to,I-C-4
608,an,I-C-4
608,adjacent,I-C-4
608,vehicle,I-C-4
608,at,O
608,intersection,O
609,mapping,O
609,issue,O
609,",",O
609,driver,O
609,precautionarily,B-E
609,intervened,I-E
609,for,O
609,poor,B-C-3
609,maneuver,I-C-3
609,during,O
609,a,O
609,left,O
609,turn,O
610,planning,O
610,",",O
610,driver,O
610,precautionarily,B-E
610,intervened,I-E
610,for,O
610,insufficient,B-C-4
610,nudging,I-C-4
610,to,I-C-4
610,a,I-C-4
610,large,I-C-4
610,truck,I-C-4
610,making,O
610,a,O
610,wide,O
610,turn,O
611,planning,O
611,",",O
611,driver,O
611,precautionarily,B-E
611,intervened,I-E
611,for,O
611,insufficient,B-C-4
611,yielding,I-C-4
611,to,I-C-4
611,a,I-C-4
611,vehicle,I-C-4
611,behind,O
612,prediction,O
612,",",O
612,driver,O
612,precautionarily,B-E
612,intervened,I-E
612,for,O
612,slow,B-C-2
612,prediction,I-C-2
612,of,O
612,neighboring,O
612,vehicle,O
612,cutting,O
612,into,O
612,vehicle,O
612,s,O
612,lane,O
613,planning,O
613,",",O
613,driver,O
613,precautionarily,B-E
613,intervened,I-E
613,for,O
613,insufficient,B-C-4
613,nudging,I-C-4
613,to,I-C-4
613,neighboring,I-C-4
613,vehicle,I-C-4
613,making,O
613,a,O
613,left,O
613,turn,O
614,driver,O
614,precautionarily,B-E
614,intervened,I-E
614,for,O
614,late,B-C-5
614,yielding,I-C-5
614,to,I-C-5
614,the,I-C-5
614,reckless,I-C-5
614,vehicle,I-C-5
614,behind,O
614,going,O
614,straight,O
614,in,O
614,the,O
614,right,O
614,turn,O
614,only,O
614,lane,O
615,planning,O
615,",",O
615,driver,O
615,precautionarily,B-E
615,intervened,I-E
615,for,O
615,insufficient,B-C-4
615,yielding,I-C-4
615,to,I-C-4
615,a,I-C-4
615,neighboring,I-C-4
615,vehicle,I-C-4
615,cutting,O
615,into,O
615,vehicle,O
615,s,O
615,lane,O
616,the,O
616,disengagement,O
616,was,O
616,initiated,O
616,by,O
616,the,O
616,test,O
616,driver,O
616,after,O
616,unexpected,B-E
616,braking,I-E
616,was,O
616,observed,O
616,due,O
616,to,O
616,temporary,B-C-0
616,FALSE,I-C-0
616,detection,I-C-0
616,.,O
616,the,O
616,test,O
616,drive,O
616,occurred,O
616,on,O
616,the,O
616,freeway,O
616,under,O
616,free-flowing,O
616,traffic,O
616,and,O
616,clear,O
616,weather,O
616,conditions,O
616,.,O
617,the,O
617,disengagement,O
617,was,O
617,initiated,O
617,by,O
617,the,O
617,test,O
617,driver,O
617,during,O
617,free-flowing,O
617,traffic,O
617,and,O
617,clear,O
617,weather,O
617,condition,O
617,.,O
617,the,O
617,test,O
617,driver,O
617,took,O
617,manual,O
617,control,O
617,of,O
617,the,O
617,car,O
617,as,O
617,it,O
617,was,O
617,getting,O
617,too,O
617,close,O
617,to,O
617,one,O
617,of,O
617,the,O
617,lane,O
617,lines,O
617,.,O
618,the,O
618,disengagement,O
618,was,O
618,initiated,O
618,by,O
618,the,O
618,test,O
618,driver,O
618,during,O
618,free-flowing,O
618,traffic,O
618,and,O
618,clear,O
618,weather,O
618,conditions,O
618,in,O
618,order,O
618,to,O
618,perform,O
618,a,O
618,lane,O
618,change,O
618,.,O
619,the,O
619,disengagement,O
619,was,O
619,initiated,O
619,by,O
619,the,O
619,test,O
619,driver,O
619,after,O
619,the,O
619,software,O
619,requested,O
619,manual,O
619,takeover,O
619,due,O
619,to,O
619,motion,B-C-2
619,planning,I-C-2
619,.,O
619,the,O
619,test,O
619,drive,O
619,occurred,O
619,under,O
619,free-flowing,O
619,traffic,O
619,and,O
619,clear,O
619,weather,O
619,conditions,O
619,.,O
620,the,O
620,disengagement,O
620,was,O
620,initiated,O
620,by,O
620,the,O
620,test,O
620,driver,O
620,after,O
620,the,O
620,software,O
620,requested,O
620,manual,O
620,takeover,O
620,due,O
620,to,O
620,positioning,B-C-1
620,.,O
620,the,O
620,disengagement,O
620,was,O
620,initiated,O
620,by,O
620,the,O
620,test,O
620,driver,O
620,under,O
620,free-flowing,O
620,traffic,O
620,and,O
620,clear,O
620,weather,O
620,conditions,O
620,.,O
621,the,O
621,disengagement,O
621,was,O
621,initiated,O
621,by,O
621,the,O
621,test,O
621,driver,O
621,after,O
621,the,O
621,software,O
621,requested,O
621,manual,O
621,takeover,O
621,due,O
621,to,O
621,positioning,B-C-1
621,.,O
621,the,O
621,test,O
621,drive,O
621,occurred,O
621,under,O
621,heavy,O
621,traffic,O
621,and,O
621,clear,O
621,weather,O
621,conditions,O
621,.,O
622,the,O
622,disengagement,O
622,was,O
622,initiated,O
622,by,O
622,the,O
622,test,O
622,driver,O
622,after,O
622,the,O
622,software,O
622,requested,O
622,manual,O
622,takeover,O
622,due,O
622,to,O
622,motion,B-C-2
622,planning,I-C-2
622,.,O
622,the,O
622,test,O
622,drive,O
622,occurred,O
622,under,O
622,heavy,O
622,traffic,O
622,and,O
622,clear,O
622,weather,O
622,conditions,O
622,.,O
623,the,O
623,disengagement,O
623,was,O
623,initiated,O
623,by,O
623,the,O
623,test,O
623,driver,O
623,after,O
623,unexpected,O
623,braking,O
623,was,O
623,observed,O
623,due,O
623,to,O
623,temporary,B-C-0
623,FALSE,I-C-0
623,detection,I-C-0
623,.,O
623,the,O
623,test,O
623,drive,O
623,occurred,O
623,under,O
623,heavy,O
623,traffic,O
623,and,O
623,clear,O
623,weather,O
623,conditions,O
623,.,O
624,the,O
624,disengagement,O
624,was,O
624,initiated,O
624,by,O
624,the,O
624,test,O
624,driver,O
624,during,O
624,heavy,O
624,traffic,O
624,and,O
624,clear,O
624,weather,O
624,conditions,O
624,in,O
624,order,O
624,to,O
624,perform,O
624,a,O
624,lane,O
624,change,O
624,.,O
625,perception,B-C-0
625,discrepancy,I-C-0
625,",",O
625,lost,O
625,perception,O
625,on,O
625,traffic,O
625,lights,O
625,.,O
626,planner,B-C-2
626,discrepancy,I-C-2
626,",",O
626,ego,O
626,vehicle,O
626,planner,O
626,a,O
626,curved,O
626,path,O
626,on,O
626,a,O
626,straight,O
626,road,O
626,.,O
627,perception,B-C-0
627,discrepancy,I-C-0
627,",",O
627,perception,O
627,had,O
627,FALSE,O
627,detection,O
627,caused,O
627,ego,O
627,vehicle,O
627,did,O
627,unnecessary,O
627,nudge,O
627,.,O
628,planner,B-C-2
628,discrepancy,I-C-2
628,",",O
628,planner,O
628,was,O
628,at,O
628,a,O
628,lower,O
628,than,O
628,normal,O
628,frequency,O
628,.,O
629,perception,B-C-0
629,discrepancy,I-C-0
629,",",O
629,ego,O
629,vehicle,O
629,lost,O
629,detection,O
629,on,O
629,lead,O
629,vehicle,O
629,.,O
630,perception,B-C-0
630,discrepancy,I-C-0
630,",",O
630,perception,O
630,had,O
630,FALSE,B-C-0
630,detection,I-C-0
630,caused,O
630,ego,O
630,vehicle,O
630,did,O
630,unnecessary,O
630,slowing,O
630,down,O
630,.,O
631,perception,B-C-0
631,discrepancy,I-C-0
631,",",O
631,ego,O
631,vehicle,O
631,was,O
631,about,O
631,to,O
631,make,O
631,a,O
631,left,O
631,turn,O
631,",",O
631,not,O
631,detecting,O
631,a,O
631,fast,O
631,coming,O
631,traffic,O
631,in,O
631,time,O
631,.,O
632,planner,B-C-2
632,discrepancy,I-C-2
632,",",O
632,ego,O
632,vehicle,O
632,was,O
632,moving,O
632,slow,O
632,.,O
633,prediction,B-C-2
633,discrepancy,I-C-2
633,",",O
633,ego,O
633,vehicle,O
633,predicted,O
633,a,O
633,cut-in,O
633,vehicle,O
633,moving,O
633,faster,O
633,that,O
633,it,O
633,was,O
633,.,O
634,perception,B-C-0
634,discrepancy,I-C-0
634,",",O
634,ego,O
634,vehicle,O
634,was,O
634,not,O
634,detecting,O
634,a,O
634,parked,O
634,vehicle,O
634,correctly,O
634,.,O
635,perception,B-C-0
635,discrepancy,I-C-0
635,",",O
635,perception,O
635,module,O
635,was,O
635,not,O
635,working,O
635,properly,O
635,.,O
636,prediction,B-C-2
636,discrepancy,I-C-2
636,",",O
636,ego,O
636,vehicle,O
636,was,O
636,not,O
636,predicting,O
636,a,O
636,merging,O
636,vehicle,O
636,s,O
636,behavior,O
636,correctly,O
636,.,O
637,planner,B-C-2
637,discrepancy,I-C-2
637,",",O
637,ego,O
637,vehicle,O
637,was,O
637,not,O
637,moving,O
637,after,O
637,traffic,O
637,light,O
637,turned,O
637,green,O
637,.,O
638,perception,B-C-0
638,discrepancy,I-C-0
638,",",O
638,perception,O
638,had,O
638,FALSE,B-C-0
638,detection,I-C-0
638,on,O
638,a,O
638,large,O
638,truck,O
638,on,O
638,the,O
638,adjacent,O
638,lane,O
638,",",O
638,causing,O
638,ego,B-E
638,vehicle,I-E
638,doing,I-E
638,unnecessary,I-E
638,slowing,I-E
638,down,I-E
638,.,O
639,perception,B-C-0
639,discrepancy,I-C-0
639,",",O
639,ego,O
639,vehicle,O
639,detected,O
639,the,O
639,lead,O
639,vehicle,O
639,a,O
639,bit,O
639,late,O
639,.,O
640,planner,B-C-2
